,drug,disease,label
335,508.0,341.0,1.0
336,658.0,358.0,1.0
337,505.0,19.0,1.0
338,494.0,148.0,1.0
339,438.0,54.0,1.0
340,471.0,89.0,1.0
341,227.0,330.0,1.0
342,437.0,168.0,1.0
343,443.0,371.0,1.0
344,490.0,354.0,1.0
345,603.0,40.0,1.0
346,486.0,364.0,1.0
347,163.0,217.0,1.0
348,395.0,371.0,1.0
349,358.0,386.0,1.0
350,590.0,125.0,1.0
351,255.0,124.0,1.0
352,593.0,133.0,1.0
353,387.0,271.0,1.0
354,101.0,117.0,1.0
355,132.0,100.0,1.0
356,219.0,146.0,1.0
357,367.0,181.0,1.0
358,588.0,309.0,1.0
359,376.0,318.0,1.0
360,1.0,39.0,1.0
361,43.0,405.0,1.0
362,430.0,350.0,1.0
363,621.0,89.0,1.0
364,493.0,128.0,1.0
365,297.0,37.0,1.0
366,162.0,41.0,1.0
367,263.0,392.0,1.0
368,319.0,359.0,1.0
369,402.0,251.0,1.0
370,70.0,19.0,1.0
371,261.0,168.0,1.0
372,242.0,47.0,1.0
373,121.0,365.0,1.0
374,201.0,382.0,1.0
375,297.0,357.0,1.0
376,377.0,342.0,1.0
377,229.0,12.0,1.0
378,166.0,81.0,1.0
379,261.0,85.0,1.0
380,131.0,124.0,1.0
381,498.0,296.0,1.0
382,505.0,280.0,1.0
383,105.0,135.0,1.0
384,241.0,186.0,1.0
385,61.0,280.0,1.0
386,54.0,405.0,1.0
387,205.0,135.0,1.0
388,71.0,124.0,1.0
389,412.0,28.0,1.0
390,540.0,362.0,1.0
391,161.0,37.0,1.0
392,662.0,348.0,1.0
393,609.0,183.0,1.0
394,660.0,345.0,1.0
395,47.0,314.0,1.0
396,267.0,399.0,1.0
397,434.0,379.0,1.0
398,247.0,73.0,1.0
399,248.0,124.0,1.0
400,658.0,347.0,1.0
401,224.0,22.0,1.0
402,109.0,73.0,1.0
403,174.0,360.0,1.0
404,99.0,37.0,1.0
405,341.0,25.0,1.0
406,245.0,162.0,1.0
407,541.0,219.0,1.0
408,439.0,16.0,1.0
409,244.0,277.0,1.0
410,548.0,190.0,1.0
411,312.0,174.0,1.0
412,225.0,271.0,1.0
413,641.0,399.0,1.0
414,275.0,359.0,1.0
415,335.0,362.0,1.0
416,1.0,284.0,1.0
417,67.0,358.0,1.0
418,418.0,359.0,1.0
419,600.0,405.0,1.0
420,11.0,128.0,1.0
421,213.0,20.0,1.0
422,521.0,358.0,1.0
423,368.0,183.0,1.0
424,624.0,196.0,1.0
425,89.0,76.0,1.0
426,205.0,370.0,1.0
427,382.0,274.0,1.0
428,533.0,318.0,1.0
429,608.0,128.0,1.0
430,138.0,364.0,1.0
431,362.0,298.0,1.0
432,28.0,322.0,1.0
433,236.0,170.0,1.0
434,138.0,259.0,1.0
435,179.0,68.0,1.0
436,643.0,364.0,1.0
437,167.0,362.0,1.0
438,34.0,1.0,1.0
439,367.0,73.0,1.0
440,621.0,99.0,1.0
441,49.0,262.0,1.0
442,267.0,345.0,1.0
443,169.0,152.0,1.0
444,267.0,331.0,1.0
445,462.0,345.0,1.0
446,594.0,405.0,1.0
447,203.0,40.0,1.0
448,358.0,162.0,1.0
449,498.0,292.0,1.0
450,546.0,81.0,1.0
451,315.0,312.0,1.0
452,532.0,163.0,1.0
453,482.0,41.0,1.0
454,393.0,124.0,1.0
455,542.0,99.0,1.0
456,446.0,347.0,1.0
457,662.0,42.0,1.0
458,447.0,79.0,1.0
459,514.0,269.0,1.0
460,161.0,309.0,1.0
461,500.0,133.0,1.0
462,619.0,241.0,1.0
463,577.0,99.0,1.0
464,587.0,131.0,1.0
465,65.0,320.0,1.0
466,72.0,135.0,1.0
467,227.0,239.0,1.0
468,171.0,196.0,1.0
469,486.0,259.0,1.0
470,462.0,331.0,1.0
471,186.0,99.0,1.0
472,568.0,134.0,1.0
473,86.0,49.0,1.0
474,598.0,208.0,1.0
475,486.0,357.0,1.0
476,592.0,84.0,1.0
477,482.0,405.0,1.0
478,493.0,243.0,1.0
479,105.0,390.0,1.0
480,340.0,358.0,1.0
481,159.0,149.0,1.0
482,496.0,149.0,1.0
483,356.0,117.0,1.0
484,71.0,404.0,1.0
485,95.0,65.0,1.0
486,500.0,376.0,1.0
487,72.0,390.0,1.0
488,413.0,199.0,1.0
489,372.0,325.0,1.0
490,120.0,311.0,1.0
491,484.0,166.0,1.0
492,602.0,222.0,1.0
493,142.0,9.0,1.0
494,446.0,362.0,1.0
495,596.0,65.0,1.0
496,189.0,174.0,1.0
497,161.0,136.0,1.0
498,248.0,67.0,1.0
499,477.0,405.0,1.0
500,135.0,89.0,1.0
501,154.0,247.0,1.0
502,142.0,369.0,1.0
503,292.0,29.0,1.0
504,387.0,335.0,1.0
505,461.0,386.0,1.0
506,490.0,408.0,1.0
507,591.0,124.0,1.0
508,268.0,100.0,1.0
509,461.0,81.0,1.0
510,643.0,1.0,1.0
511,307.0,251.0,1.0
512,267.0,389.0,1.0
513,183.0,124.0,1.0
514,141.0,36.0,1.0
515,18.0,281.0,1.0
516,561.0,405.0,1.0
517,459.0,147.0,1.0
518,90.0,224.0,1.0
519,339.0,308.0,1.0
520,633.0,335.0,1.0
521,148.0,135.0,1.0
522,478.0,18.0,1.0
523,400.0,401.0,1.0
524,13.0,285.0,1.0
525,2.0,107.0,1.0
526,87.0,197.0,1.0
527,145.0,344.0,1.0
528,363.0,328.0,1.0
529,471.0,376.0,1.0
530,12.0,310.0,1.0
531,453.0,272.0,1.0
532,596.0,114.0,1.0
533,8.0,173.0,1.0
534,622.0,244.0,1.0
535,490.0,342.0,1.0
536,44.0,157.0,1.0
537,214.0,94.0,1.0
538,19.0,283.0,1.0
539,248.0,81.0,1.0
540,353.0,197.0,1.0
541,328.0,347.0,1.0
542,247.0,392.0,1.0
543,275.0,106.0,1.0
544,407.0,316.0,1.0
545,218.0,99.0,1.0
546,153.0,26.0,1.0
547,209.0,18.0,1.0
548,14.0,94.0,1.0
549,652.0,358.0,1.0
550,287.0,199.0,1.0
551,460.0,62.0,1.0
552,613.0,199.0,1.0
553,72.0,364.0,1.0
554,124.0,331.0,1.0
555,273.0,132.0,1.0
556,377.0,9.0,1.0
557,64.0,149.0,1.0
558,145.0,370.0,1.0
559,275.0,5.0,1.0
560,358.0,199.0,1.0
561,464.0,182.0,1.0
562,323.0,161.0,1.0
563,248.0,159.0,1.0
564,625.0,371.0,1.0
565,510.0,297.0,1.0
566,5.0,73.0,1.0
567,486.0,370.0,1.0
568,588.0,136.0,1.0
569,312.0,311.0,1.0
570,93.0,60.0,1.0
571,637.0,280.0,1.0
572,402.0,405.0,1.0
573,29.0,164.0,1.0
574,430.0,117.0,1.0
575,254.0,136.0,1.0
576,307.0,316.0,1.0
577,575.0,140.0,1.0
578,270.0,149.0,1.0
579,450.0,331.0,1.0
580,572.0,112.0,1.0
581,166.0,135.0,1.0
582,241.0,65.0,1.0
583,430.0,355.0,1.0
584,14.0,268.0,1.0
585,166.0,309.0,1.0
586,542.0,76.0,1.0
587,370.0,124.0,1.0
588,517.0,190.0,1.0
589,172.0,305.0,1.0
590,299.0,88.0,1.0
591,318.0,153.0,1.0
592,511.0,362.0,1.0
593,387.0,298.0,1.0
594,413.0,352.0,1.0
595,94.0,168.0,1.0
596,485.0,404.0,1.0
597,290.0,67.0,1.0
598,251.0,314.0,1.0
599,623.0,99.0,1.0
600,29.0,47.0,1.0
601,245.0,289.0,1.0
602,570.0,162.0,1.0
603,275.0,154.0,1.0
604,287.0,240.0,1.0
605,67.0,359.0,1.0
606,540.0,371.0,1.0
607,85.0,318.0,1.0
608,309.0,117.0,1.0
609,399.0,153.0,1.0
610,559.0,135.0,1.0
611,387.0,280.0,1.0
612,202.0,8.0,1.0
613,560.0,38.0,1.0
614,455.0,259.0,1.0
615,217.0,196.0,1.0
616,551.0,312.0,1.0
617,200.0,334.0,1.0
618,375.0,371.0,1.0
619,12.0,130.0,1.0
620,171.0,251.0,1.0
621,583.0,101.0,1.0
622,193.0,243.0,1.0
623,60.0,89.0,1.0
624,488.0,247.0,1.0
625,346.0,358.0,1.0
626,190.0,73.0,1.0
627,75.0,117.0,1.0
628,464.0,405.0,1.0
629,251.0,18.0,1.0
630,400.0,145.0,1.0
631,358.0,273.0,1.0
632,377.0,391.0,1.0
633,162.0,40.0,1.0
634,238.0,149.0,1.0
635,368.0,188.0,1.0
636,413.0,228.0,1.0
637,587.0,358.0,1.0
638,203.0,41.0,1.0
639,268.0,147.0,1.0
640,169.0,394.0,1.0
641,502.0,61.0,1.0
642,455.0,134.0,1.0
643,651.0,347.0,1.0
644,227.0,247.0,1.0
645,656.0,202.0,1.0
646,643.0,390.0,1.0
647,61.0,44.0,1.0
648,275.0,208.0,1.0
649,313.0,3.0,1.0
650,429.0,392.0,1.0
651,206.0,99.0,1.0
652,455.0,357.0,1.0
653,275.0,229.0,1.0
654,235.0,280.0,1.0
655,145.0,135.0,1.0
656,464.0,316.0,1.0
657,292.0,404.0,1.0
658,255.0,146.0,1.0
659,105.0,259.0,1.0
660,587.0,156.0,1.0
661,436.0,396.0,1.0
662,78.0,183.0,1.0
663,99.0,354.0,1.0
664,397.0,251.0,1.0
665,103.0,379.0,1.0
666,356.0,89.0,1.0
667,297.0,10.0,1.0
668,19.0,369.0,1.0
669,118.0,100.0,1.0
670,482.0,40.0,1.0
671,204.0,124.0,1.0
672,369.0,69.0,1.0
673,305.0,138.0,1.0
674,625.0,359.0,1.0
675,143.0,188.0,1.0
676,383.0,89.0,1.0
677,154.0,280.0,1.0
678,275.0,97.0,1.0
679,397.0,196.0,1.0
680,574.0,17.0,1.0
681,288.0,68.0,1.0
682,40.0,73.0,1.0
683,566.0,144.0,1.0
684,71.0,382.0,1.0
685,439.0,73.0,1.0
686,85.0,40.0,1.0
687,1.0,323.0,1.0
688,569.0,397.0,1.0
689,150.0,362.0,1.0
690,252.0,392.0,1.0
691,610.0,181.0,1.0
692,388.0,73.0,1.0
693,587.0,362.0,1.0
694,275.0,178.0,1.0
695,369.0,199.0,1.0
696,253.0,362.0,1.0
697,166.0,163.0,1.0
698,25.0,405.0,1.0
699,241.0,239.0,1.0
700,500.0,128.0,1.0
701,179.0,69.0,1.0
702,157.0,371.0,1.0
703,607.0,88.0,1.0
704,290.0,88.0,1.0
705,412.0,404.0,1.0
706,119.0,382.0,1.0
707,654.0,362.0,1.0
708,571.0,19.0,1.0
709,588.0,344.0,1.0
710,477.0,124.0,1.0
711,145.0,259.0,1.0
712,369.0,98.0,1.0
713,152.0,297.0,1.0
714,317.0,183.0,1.0
715,499.0,40.0,1.0
716,199.0,403.0,1.0
717,422.0,298.0,1.0
718,462.0,274.0,1.0
719,161.0,134.0,1.0
720,148.0,364.0,1.0
721,307.0,188.0,1.0
722,525.0,146.0,1.0
723,411.0,396.0,1.0
724,430.0,13.0,1.0
725,659.0,367.0,1.0
726,341.0,237.0,1.0
727,414.0,318.0,1.0
728,163.0,393.0,1.0
729,502.0,94.0,1.0
730,369.0,234.0,1.0
731,351.0,184.0,1.0
732,435.0,379.0,1.0
733,29.0,160.0,1.0
734,23.0,328.0,1.0
735,19.0,9.0,1.0
736,268.0,139.0,1.0
737,384.0,280.0,1.0
738,411.0,99.0,1.0
739,251.0,298.0,1.0
740,559.0,370.0,1.0
741,227.0,272.0,1.0
742,391.0,332.0,1.0
743,90.0,113.0,1.0
744,576.0,198.0,1.0
745,109.0,117.0,1.0
746,141.0,146.0,1.0
747,268.0,359.0,1.0
748,331.0,37.0,1.0
749,423.0,238.0,1.0
750,606.0,367.0,1.0
751,88.0,69.0,1.0
752,230.0,243.0,1.0
753,455.0,390.0,1.0
754,556.0,239.0,1.0
755,146.0,100.0,1.0
756,356.0,243.0,1.0
757,603.0,43.0,1.0
758,389.0,298.0,1.0
759,252.0,128.0,1.0
760,176.0,224.0,1.0
761,262.0,18.0,1.0
762,35.0,267.0,1.0
763,603.0,318.0,1.0
764,315.0,136.0,1.0
765,192.0,322.0,1.0
766,550.0,124.0,1.0
767,103.0,117.0,1.0
768,152.0,100.0,1.0
769,102.0,89.0,1.0
770,437.0,351.0,1.0
771,138.0,135.0,1.0
772,297.0,369.0,1.0
773,621.0,128.0,1.0
774,305.0,219.0,1.0
775,47.0,163.0,1.0
776,101.0,99.0,1.0
777,352.0,378.0,1.0
778,277.0,100.0,1.0
779,275.0,78.0,1.0
780,555.0,345.0,1.0
781,117.0,347.0,1.0
782,7.0,230.0,1.0
783,305.0,124.0,1.0
784,247.0,128.0,1.0
785,581.0,278.0,1.0
786,345.0,89.0,1.0
787,551.0,135.0,1.0
788,454.0,124.0,1.0
789,356.0,73.0,1.0
790,369.0,316.0,1.0
791,462.0,65.0,1.0
792,332.0,358.0,1.0
793,516.0,80.0,1.0
794,571.0,272.0,1.0
795,95.0,20.0,1.0
796,296.0,41.0,1.0
797,14.0,232.0,1.0
798,222.0,8.0,1.0
799,184.0,76.0,1.0
800,290.0,124.0,1.0
801,342.0,279.0,1.0
802,533.0,43.0,1.0
803,205.0,344.0,1.0
804,351.0,293.0,1.0
805,607.0,405.0,1.0
806,609.0,322.0,1.0
807,109.0,56.0,1.0
808,500.0,73.0,1.0
809,101.0,396.0,1.0
810,178.0,163.0,1.0
811,86.0,133.0,1.0
812,390.0,358.0,1.0
813,99.0,8.0,1.0
814,61.0,105.0,1.0
815,375.0,359.0,1.0
816,574.0,99.0,1.0
817,569.0,293.0,1.0
818,152.0,267.0,1.0
819,329.0,183.0,1.0
820,94.0,48.0,1.0
821,127.0,99.0,1.0
822,72.0,259.0,1.0
823,163.0,254.0,1.0
824,113.0,149.0,1.0
825,377.0,408.0,1.0
826,70.0,272.0,1.0
827,75.0,303.0,1.0
828,241.0,245.0,1.0
829,455.0,391.0,1.0
830,42.0,404.0,1.0
831,131.0,18.0,1.0
832,184.0,133.0,1.0
833,564.0,124.0,1.0
834,223.0,183.0,1.0
835,334.0,99.0,1.0
836,260.0,405.0,1.0
837,50.0,377.0,1.0
838,241.0,218.0,1.0
839,244.0,156.0,1.0
840,645.0,365.0,1.0
841,559.0,344.0,1.0
842,387.0,402.0,1.0
843,478.0,167.0,1.0
844,413.0,293.0,1.0
845,119.0,404.0,1.0
846,561.0,124.0,1.0
847,172.0,340.0,1.0
848,116.0,314.0,1.0
849,254.0,312.0,1.0
850,41.0,124.0,1.0
851,454.0,94.0,1.0
852,145.0,37.0,1.0
853,248.0,76.0,1.0
854,253.0,371.0,1.0
855,417.0,117.0,1.0
856,69.0,190.0,1.0
857,521.0,359.0,1.0
858,627.0,123.0,1.0
859,86.0,378.0,1.0
860,14.0,301.0,1.0
861,551.0,174.0,1.0
862,649.0,148.0,1.0
863,170.0,366.0,1.0
864,14.0,93.0,1.0
865,448.0,328.0,1.0
866,614.0,149.0,1.0
867,387.0,97.0,1.0
868,321.0,401.0,1.0
869,109.0,346.0,1.0
870,402.0,94.0,1.0
871,174.0,24.0,1.0
872,529.0,40.0,1.0
873,354.0,73.0,1.0
874,660.0,399.0,1.0
875,569.0,386.0,1.0
876,50.0,117.0,1.0
877,171.0,405.0,1.0
878,462.0,280.0,1.0
879,343.0,358.0,1.0
880,260.0,118.0,1.0
881,574.0,8.0,1.0
882,292.0,405.0,1.0
883,21.0,209.0,1.0
884,559.0,134.0,1.0
885,238.0,199.0,1.0
886,368.0,322.0,1.0
887,576.0,336.0,1.0
888,217.0,124.0,1.0
889,463.0,379.0,1.0
890,470.0,399.0,1.0
891,263.0,181.0,1.0
892,1.0,299.0,1.0
893,440.0,124.0,1.0
894,617.0,135.0,1.0
895,84.0,371.0,1.0
896,503.0,362.0,1.0
897,473.0,106.0,1.0
898,53.0,318.0,1.0
899,451.0,322.0,1.0
900,30.0,361.0,1.0
901,149.0,36.0,1.0
902,353.0,24.0,1.0
903,293.0,358.0,1.0
904,226.0,99.0,1.0
905,305.0,112.0,1.0
906,225.0,89.0,1.0
907,176.0,239.0,1.0
908,303.0,243.0,1.0
909,247.0,376.0,1.0
910,367.0,56.0,1.0
911,587.0,196.0,1.0
912,254.0,370.0,1.0
913,228.0,94.0,1.0
914,351.0,313.0,1.0
915,360.0,124.0,1.0
916,115.0,359.0,1.0
917,382.0,114.0,1.0
918,36.0,128.0,1.0
919,542.0,133.0,1.0
920,506.0,89.0,1.0
921,307.0,177.0,1.0
922,504.0,16.0,1.0
923,579.0,183.0,1.0
924,330.0,15.0,1.0
925,97.0,382.0,1.0
926,170.0,371.0,1.0
927,349.0,280.0,1.0
928,142.0,391.0,1.0
929,169.0,89.0,1.0
930,452.0,11.0,1.0
931,438.0,20.0,1.0
932,358.0,52.0,1.0
933,480.0,405.0,1.0
934,631.0,267.0,1.0
935,164.0,196.0,1.0
936,90.0,272.0,1.0
937,546.0,405.0,1.0
938,661.0,371.0,1.0
939,226.0,323.0,1.0
940,426.0,38.0,1.0
941,9.0,93.0,1.0
942,241.0,224.0,1.0
943,526.0,28.0,1.0
944,26.0,405.0,1.0
945,387.0,107.0,1.0
946,238.0,365.0,1.0
947,275.0,402.0,1.0
948,150.0,183.0,1.0
949,595.0,347.0,1.0
950,518.0,65.0,1.0
951,87.0,144.0,1.0
952,208.0,392.0,1.0
953,53.0,41.0,1.0
954,307.0,124.0,1.0
955,294.0,334.0,1.0
956,268.0,102.0,1.0
957,662.0,333.0,1.0
958,507.0,83.0,1.0
959,152.0,396.0,1.0
960,83.0,247.0,1.0
961,471.0,181.0,1.0
962,203.0,318.0,1.0
963,145.0,136.0,1.0
964,430.0,73.0,1.0
965,613.0,228.0,1.0
966,161.0,370.0,1.0
967,88.0,124.0,1.0
968,348.0,166.0,1.0
969,84.0,359.0,1.0
970,140.0,209.0,1.0
971,78.0,322.0,1.0
972,402.0,316.0,1.0
973,579.0,322.0,1.0
974,119.0,146.0,1.0
975,525.0,405.0,1.0
976,493.0,99.0,1.0
977,72.0,309.0,1.0
978,631.0,332.0,1.0
979,397.0,188.0,1.0
980,318.0,168.0,1.0
981,240.0,124.0,1.0
982,114.0,21.0,1.0
983,422.0,18.0,1.0
984,107.0,405.0,1.0
985,461.0,127.0,1.0
986,210.0,152.0,1.0
987,447.0,83.0,1.0
988,375.0,358.0,1.0
989,88.0,334.0,1.0
990,152.0,332.0,1.0
991,186.0,73.0,1.0
992,9.0,283.0,1.0
993,571.0,239.0,1.0
994,552.0,225.0,1.0
995,608.0,73.0,1.0
996,101.0,89.0,1.0
997,489.0,252.0,1.0
